id,region,group,count
3,LENT,Lesion_Familiar,401.0875600093381
3,PSTC,Lesion_Familiar,372.2000829828279
4,ACC,Sham_Familiar,307.7492714433137
4,PRL,Sham_Familiar,368.33634952219734
4,DPC,Sham_Familiar,259.1117048526035
4,IFC,Sham_Familiar,272.6496325058291
4,PRH,Sham_Familiar,68.47949816997969
4,TE2,Sham_Familiar,46.590801191698425
4,DCA3,Sham_Familiar,642.5099583666391
4,DCA1,Sham_Familiar,505.76790326588707
4,V2C,Sham_Familiar,243.585640793375
5,ACC,Lesion_Novel,424.8062932149564
5,PRL,Lesion_Novel,418.5314643433981
5,DPC,Lesion_Novel,389.0549574074759
5,IFC,Lesion_Novel,364.71460119295057
5,M2C,Lesion_Novel,329.4458707797875
5,VDG,Lesion_Novel,187.5667422284109
5,VCA3,Lesion_Novel,238.32985100049652
5,VSUB,Lesion_Novel,179.00636914054846
5,PRH,Lesion_Novel,238.9419701562456
5,DSUB,Lesion_Novel,264.4725760003723
5,TE2,Lesion_Novel,276.9353296747282
5,VOC,Lesion_Novel,465.8528518374792
5,MOC,Lesion_Novel,426.33789099337827
5,DDG,Lesion_Novel,238.4214658714829
5,DCA3,Lesion_Novel,169.4952188266513
5,DCA1,Lesion_Novel,176.0599039151692
5,IDG,Lesion_Novel,185.76452439107877
5,ICA1,Lesion_Novel,229.36459811235278
5,ICA3,Lesion_Novel,153.60768181368408
5,VCA1,Lesion_Novel,289.77727292336795
5,V2C,Lesion_Novel,691.814253937342
5,LENT,Lesion_Novel,354.7850395364973
5,PSTC,Lesion_Novel,301.95184114226527
6,ACC,Sham_Novel,359.824810353078
6,PRL,Sham_Novel,335.09341431769207
6,DPC,Sham_Novel,354.37118469812924
6,IFC,Sham_Novel,345.68415958572916
6,M2C,Sham_Novel,270.5294755785043
6,VDG,Sham_Novel,127.23738472921376
6,VCA3,Sham_Novel,142.39686814332103
6,VSUB,Sham_Novel,209.92253843328382
6,PRH,Sham_Novel,231.9256149670494
6,DSUB,Sham_Novel,252.9998553141342
6,TE2,Sham_Novel,259.5810741870775
6,VOC,Sham_Novel,394.0244230796017
6,MOC,Sham_Novel,321.5525253451381
6,DDG,Sham_Novel,349.0158740717963
6,DCA3,Sham_Novel,255.13531991041367
6,DCA1,Sham_Novel,156.56257035475323
6,IDG,Sham_Novel,167.28026242840588
6,ICA1,Sham_Novel,130.97464027108037
6,ICA3,Sham_Novel,130.94562313529522
6,VCA1,Sham_Novel,207.81594798214456
6,V2C,Sham_Novel,639.8085138401142
6,LENT,Sham_Novel,349.31030122205703
6,PSTC,Sham_Novel,277.23775822561225
7,ACC,Sham_Familiar,524.7849328344158
7,PRL,Sham_Familiar,613.7776874908665
7,DPC,Sham_Familiar,599.4832112409719
7,IFC,Sham_Familiar,641.0315365785675
7,M2C,Sham_Familiar,285.0669887296148
7,VDG,Sham_Familiar,320.49199876770246
7,VCA3,Sham_Familiar,256.00625535381823
7,VSUB,Sham_Familiar,335.2999493323901
7,PRH,Sham_Familiar,464.9564611136886
7,DSUB,Sham_Familiar,222.1397683907868
7,TE2,Sham_Familiar,438.3571678489287
7,VOC,Sham_Familiar,573.6703304624805
7,MOC,Sham_Familiar,548.5247621949956
7,DDG,Sham_Familiar,362.89082980300657
7,DCA3,Sham_Familiar,234.6636200001477
7,DCA1,Sham_Familiar,289.2489753716917
7,IDG,Sham_Familiar,250.6468198479511
7,ICA1,Sham_Familiar,256.03745356926987
7,ICA3,Sham_Familiar,208.9112970329233
7,VCA1,Sham_Familiar,293.9920777995768
7,V2C,Sham_Familiar,880.3273190973059
7,LENT,Sham_Familiar,530.1520915094485
7,PSTC,Sham_Familiar,409.2357028950268
8,ACC,Lesion_Familiar,301.81112745622556
8,PRL,Lesion_Familiar,337.1196816206648
8,DPC,Lesion_Familiar,382.033406408601
8,IFC,Lesion_Familiar,343.40281201130097
8,M2C,Lesion_Familiar,176.6592499836145
8,VDG,Lesion_Familiar,227.31714465910702
8,VCA3,Lesion_Familiar,175.14092699604657
8,VSUB,Lesion_Familiar,219.20873033723763
8,PRH,Lesion_Familiar,228.58835806307982
8,TE2,Lesion_Familiar,187.45647010291736
8,VOC,Lesion_Familiar,337.3937657287642
8,MOC,Lesion_Familiar,330.42112179208914
8,DDG,Lesion_Familiar,169.77979777865337
8,DCA3,Lesion_Familiar,135.34890509226733
8,DCA1,Lesion_Familiar,157.12732998776406
8,IDG,Lesion_Familiar,105.15157336039796
8,ICA1,Lesion_Familiar,194.03387772150086
8,ICA3,Lesion_Familiar,145.82697189929794
8,VCA1,Lesion_Familiar,315.9246059462754
8,V2C,Lesion_Familiar,449.03727684457124
8,LENT,Lesion_Familiar,281.1153215530262
8,PSTC,Lesion_Familiar,215.96789581217064
9,ACC,Sham_Novel,446.0142063261872
9,PRL,Sham_Novel,479.473458026134
9,DPC,Sham_Novel,376.06148187018584
9,IFC,Sham_Novel,399.1419575393029
9,M2C,Sham_Novel,506.4519562463517
9,VDG,Sham_Novel,124.1870148267654
9,VCA3,Sham_Novel,260.23942570198415
9,PRH,Sham_Novel,296.5910504378997
9,TE2,Sham_Novel,211.0579248554242
9,VOC,Sham_Novel,463.1317422311102
9,MOC,Sham_Novel,516.0545633266184
9,DDG,Sham_Novel,265.3437407093091
9,DCA3,Sham_Novel,287.60896467244527
9,DCA1,Sham_Novel,162.11646744090814
9,IDG,Sham_Novel,242.72460122571604
9,ICA1,Sham_Novel,217.65170328899535
9,ICA3,Sham_Novel,147.25253613121578
9,VCA1,Sham_Novel,304.753469452165
9,V2C,Sham_Novel,683.1019842925465
9,LENT,Sham_Novel,380.37246325265596
9,PSTC,Sham_Novel,245.08650905439225
10,ACC,Lesion_Novel,420.2330098060857
10,PRL,Lesion_Novel,377.376581643499
10,DPC,Lesion_Novel,332.4042160724175
10,IFC,Lesion_Novel,307.5547695827505
10,M2C,Lesion_Novel,355.25625672593196
10,VDG,Lesion_Novel,223.6606193315004
10,VCA3,Lesion_Novel,149.37819187547115
10,VSUB,Lesion_Novel,275.4359717281333
10,PRH,Lesion_Novel,217.02204542368924
10,TE2,Lesion_Novel,166.88933909266078
10,VOC,Lesion_Novel,296.09193965943933
10,MOC,Lesion_Novel,470.4340547660836
10,DDG,Lesion_Novel,258.3184993791793
10,DCA3,Lesion_Novel,194.79053680731508
10,DCA1,Lesion_Novel,119.96275665117354
10,IDG,Lesion_Novel,194.9282426363109
10,ICA1,Lesion_Novel,116.302332043018
10,ICA3,Lesion_Novel,137.33225269031354
10,VCA1,Lesion_Novel,241.8073116696425
10,V2C,Lesion_Novel,615.3853822026381
10,LENT,Lesion_Novel,340.61761444900077
10,PSTC,Lesion_Novel,273.6204395957006
11,ACC,Lesion_Novel,386.12817655964926
11,PRL,Lesion_Novel,419.85708826439543
11,DPC,Lesion_Novel,433.6207326090104
11,IFC,Lesion_Novel,452.74370264768896
11,M2C,Lesion_Novel,291.43018151288464
11,VCA3,Lesion_Novel,215.1381755274253
11,PRH,Lesion_Novel,154.56403555674459
11,TE2,Lesion_Novel,156.50327833315563
11,VOC,Lesion_Novel,1113.90961707258
11,DDG,Lesion_Novel,190.78479483393963
11,DCA3,Lesion_Novel,234.95257307435946
11,DCA1,Lesion_Novel,196.52530124189104
11,IDG,Lesion_Novel,188.5566086109162
11,ICA1,Lesion_Novel,229.11389203006956
11,ICA3,Lesion_Novel,177.61778611630461
11,VCA1,Lesion_Novel,267.7400412019983
11,V2C,Lesion_Novel,866.56289895096
11,LENT,Lesion_Novel,285.7571428092082
11,PSTC,Lesion_Novel,184.27525799476388
12,ACC,Sham_Novel,486.7968778699224
12,PRL,Sham_Novel,601.3553422336037
12,DPC,Sham_Novel,474.5072274841367
12,IFC,Sham_Novel,558.6008350751756
12,M2C,Sham_Novel,452.36581392785496
12,VSUB,Sham_Novel,344.50823876079664
12,PRH,Sham_Novel,367.2776316027876
12,DSUB,Sham_Novel,413.73110680334116
12,TE2,Sham_Novel,416.63674612812156
12,VOC,Sham_Novel,492.6353797619389
12,DDG,Sham_Novel,265.25520262405706
12,DCA3,Sham_Novel,336.73495711791946
12,DCA1,Sham_Novel,254.96202197971937
12,LENT,Sham_Novel,396.53017308467486
12,PSTC,Sham_Novel,354.5094568252456
13,ACC,Lesion_Familiar,336.6488961772558
13,PRL,Lesion_Familiar,353.50860854659584
13,DPC,Lesion_Familiar,342.54974749483955
13,IFC,Lesion_Familiar,321.7904141996884
13,M2C,Lesion_Familiar,230.91025914677726
13,VDG,Lesion_Familiar,150.93307369200218
13,VCA3,Lesion_Familiar,152.61074425473768
13,VSUB,Lesion_Familiar,172.17023117757932
13,PRH,Lesion_Familiar,188.57318347497502
13,DSUB,Lesion_Familiar,347.2812757601721
13,TE2,Lesion_Familiar,198.8341653011681
13,VOC,Lesion_Familiar,299.7423440329571
13,MOC,Lesion_Familiar,384.09063112041764
13,DDG,Lesion_Familiar,213.53000367992874
13,DCA3,Lesion_Familiar,173.43370913441464
13,DCA1,Lesion_Familiar,142.4997139701669
13,IDG,Lesion_Familiar,165.5026514975803
13,ICA1,Lesion_Familiar,155.76856760404235
13,ICA3,Lesion_Familiar,158.88567142494247
13,VCA1,Lesion_Familiar,252.74556967110692
13,LENT,Lesion_Familiar,327.0894378110808
13,PSTC,Lesion_Familiar,280.45369647265255
14,ACC,Lesion_Familiar,505.6135497665303
14,PRL,Lesion_Familiar,449.7594443394758
14,DPC,Lesion_Familiar,410.8146606194714
14,IFC,Lesion_Familiar,411.1915151239219
14,M2C,Lesion_Familiar,370.0605550247457
14,VDG,Lesion_Familiar,142.14274395892724
14,VCA3,Lesion_Familiar,238.66711311361536
14,PRH,Lesion_Familiar,294.06376595399297
14,TE2,Lesion_Familiar,239.52261695291588
14,VOC,Lesion_Familiar,394.8147606203871
14,DDG,Lesion_Familiar,175.8732232134121
14,DCA3,Lesion_Familiar,203.98503774370127
14,DCA1,Lesion_Familiar,171.61682519258463
14,IDG,Lesion_Familiar,197.55473224482463
14,ICA1,Lesion_Familiar,145.59100251990355
14,ICA3,Lesion_Familiar,208.13959942346756
14,VCA1,Lesion_Familiar,291.0061584494939
14,V2C,Lesion_Familiar,973.9212040722263
14,LENT,Lesion_Familiar,458.59632278347414
14,PSTC,Lesion_Familiar,289.21177062330077
15,PRL,Sham_Familiar,330.3692529785065
15,VDG,Sham_Familiar,153.50512833753592
15,VCA3,Sham_Familiar,103.7868156445604
15,VSUB,Sham_Familiar,171.25391859846792
15,PRH,Sham_Familiar,193.67404172318513
15,DSUB,Sham_Familiar,171.69648811090875
15,TE2,Sham_Familiar,171.42395397314385
15,VOC,Sham_Familiar,335.1229085385236
15,MOC,Sham_Familiar,367.7997527907568
15,DDG,Sham_Familiar,130.997116092595
15,DCA3,Sham_Familiar,134.76929288102235
15,DCA1,Sham_Familiar,101.06729703578225
15,IDG,Sham_Familiar,99.59089770012396
15,ICA1,Sham_Familiar,78.12669308088755
15,ICA3,Sham_Familiar,104.08798034073466
15,V2C,Sham_Familiar,455.4341742373745
15,LENT,Sham_Familiar,265.71149126304005
15,PSTC,Sham_Familiar,233.32949347208375
16,ACC,Sham_Familiar,263.8849644276317
16,PRL,Sham_Familiar,347.840738624776
16,DPC,Sham_Familiar,256.3644156097933
16,IFC,Sham_Familiar,227.98117381919948
16,M2C,Sham_Familiar,141.91498139722867
16,VDG,Sham_Familiar,197.12487351042125
16,VCA3,Sham_Familiar,177.39684319375377
16,VSUB,Sham_Familiar,146.2538205979419
16,PRH,Sham_Familiar,300.71324367689226
16,TE2,Sham_Familiar,183.71963545449398
16,VOC,Sham_Familiar,331.67138928952016
16,MOC,Sham_Familiar,349.95006777756777
16,DDG,Sham_Familiar,234.37732471569612
16,DCA3,Sham_Familiar,295.14065343955855
16,DCA1,Sham_Familiar,234.02815646423267
16,IDG,Sham_Familiar,138.75542786152948
16,ICA1,Sham_Familiar,142.93332539678738
16,ICA3,Sham_Familiar,162.81302879753218
16,VCA1,Sham_Familiar,224.67783726049257
16,V2C,Sham_Familiar,578.5482400672214
16,LENT,Sham_Familiar,303.5368948100722
16,PSTC,Sham_Familiar,244.6929384456184
18,ACC,Sham_Novel,452.03711649558835
18,PRL,Sham_Novel,359.18108527128874
18,DPC,Sham_Novel,341.8077399420918
18,IFC,Sham_Novel,265.93850159023594
18,M2C,Sham_Novel,629.1547806509343
18,VDG,Sham_Novel,837.1062272232213
18,PRH,Sham_Novel,537.9456769524334
18,TE2,Sham_Novel,670.7466809016914
18,VOC,Sham_Novel,429.29863392197495
18,MOC,Sham_Novel,379.097330456062
18,DCA3,Sham_Novel,380.9588331955309
18,VCA1,Sham_Novel,811.9322928395612
18,V2C,Sham_Novel,1202.9101154407363
19,ACC,Lesion_Novel,300.1127976042923
19,PRL,Lesion_Novel,315.35684654258125
19,DPC,Lesion_Novel,244.0674483917814
19,IFC,Lesion_Novel,310.8551695910887
19,M2C,Lesion_Novel,264.09610861612066
19,VDG,Lesion_Novel,140.90706052763215
19,VCA3,Lesion_Novel,117.46277400423774
19,VSUB,Lesion_Novel,165.84771341196847
19,PRH,Lesion_Novel,225.3444609266369
19,DSUB,Lesion_Novel,110.17349913624776
19,TE2,Lesion_Novel,210.66581737449144
19,VOC,Lesion_Novel,400.31032712298696
19,MOC,Lesion_Novel,421.0370632238662
19,DDG,Lesion_Novel,70.53917066532894
19,DCA3,Lesion_Novel,151.45442675514914
19,DCA1,Lesion_Novel,96.46983743170696
19,ICA1,Lesion_Novel,73.61468052203102
19,ICA3,Lesion_Novel,123.59172623913848
19,VCA1,Lesion_Novel,141.99006166606497
19,V2C,Lesion_Novel,666.2922505344975
19,LENT,Lesion_Novel,213.05458946963316
19,PSTC,Lesion_Novel,259.8668947166149
20,ACC,Sham_Novel,350.1133769899391
20,PRL,Sham_Novel,385.8255461960855
20,DPC,Sham_Novel,284.63327214946787
20,IFC,Sham_Novel,394.64313306073296
20,M2C,Sham_Novel,268.3759576097987
20,VDG,Sham_Novel,148.80641128990416
20,VCA3,Sham_Novel,81.49092915211867
20,VSUB,Sham_Novel,237.09023517335663
20,PRH,Sham_Novel,252.54012683612075
20,DSUB,Sham_Novel,197.41961041674068
20,TE2,Sham_Novel,166.39717539750583
20,VOC,Sham_Novel,364.0012215713516
20,MOC,Sham_Novel,413.35928419228253
20,DDG,Sham_Novel,140.31674671752774
20,DCA3,Sham_Novel,144.25364602291808
20,DCA1,Sham_Novel,114.42039130293954
20,IDG,Sham_Novel,117.40291749982305
20,ICA1,Sham_Novel,108.57283467275958
20,ICA3,Sham_Novel,69.51819198960865
20,VCA1,Sham_Novel,140.73142251436144
20,V2C,Sham_Novel,496.7546753627047
20,LENT,Sham_Novel,319.85951351027967
20,PSTC,Sham_Novel,198.73960440324032
21,ACC,Sham_Familiar,130.4704166143822
21,PRL,Sham_Familiar,254.01266432070585
21,DPC,Sham_Familiar,227.10963651386479
21,IFC,Sham_Familiar,209.3014004598266
21,M2C,Sham_Familiar,262.71219731289517
21,PRH,Sham_Familiar,269.52579910548525
21,TE2,Sham_Familiar,167.10478146065674
21,MOC,Sham_Familiar,205.22319639257253
22,ACC,Lesion_Familiar,661.3707328491337
22,PRL,Lesion_Familiar,618.7626589224931
22,DPC,Lesion_Familiar,882.2813922243962
22,IFC,Lesion_Familiar,621.0791576206855
22,M2C,Lesion_Familiar,693.2095845241901
22,VCA3,Lesion_Familiar,334.3652041228274
22,PRH,Lesion_Familiar,574.5199108996366
22,TE2,Lesion_Familiar,412.43598501860987
22,VOC,Lesion_Familiar,695.6361823619071
22,MOC,Lesion_Familiar,900.3871023465636
22,DDG,Lesion_Familiar,227.02169161926153
22,DCA3,Lesion_Familiar,251.33513808057052
22,DCA1,Lesion_Familiar,238.06718521041694
22,IDG,Lesion_Familiar,365.07085363155267
22,ICA3,Lesion_Familiar,187.07836305117524
22,VCA1,Lesion_Familiar,400.6986490070683
22,V2C,Lesion_Familiar,1172.0527590592244
22,PSTC,Lesion_Familiar,570.6710247728738
23,ACC,Lesion_Familiar,419.247499786861
23,PRL,Lesion_Familiar,592.433096951339
23,M2C,Lesion_Familiar,380.4176641556575
23,VOC,Lesion_Familiar,601.3615831843406
23,MOC,Lesion_Familiar,543.3988721488502
23,DDG,Lesion_Familiar,443.3309334329151
23,DCA3,Lesion_Familiar,427.7384991140328
24,ACC,Sham_Familiar,260.1945745873665
24,PRL,Sham_Familiar,473.1480988823184
24,DPC,Sham_Familiar,285.171494781348
24,IFC,Sham_Familiar,339.85287644830714
24,M2C,Sham_Familiar,339.64414036655324
24,VCA3,Sham_Familiar,176.58284775605557
24,TE2,Sham_Familiar,130.58229117774368
24,VOC,Sham_Familiar,566.7242518855907
24,MOC,Sham_Familiar,556.4947942666661
24,DDG,Sham_Familiar,75.01816758233976
24,DCA3,Sham_Familiar,149.04663326441073
24,DCA1,Sham_Familiar,214.02248799072296
24,V2C,Sham_Familiar,451.8682603535777
24,LENT,Sham_Familiar,387.2426089543355
24,PSTC,Sham_Familiar,425.1616907471567
25,ACC,Sham_Novel,864.366537173796
25,PRL,Sham_Novel,727.0247861797197
25,DPC,Sham_Novel,589.0647669402274
25,IFC,Sham_Novel,709.3154765469544
25,M2C,Sham_Novel,498.22499820029026
25,PRH,Sham_Novel,811.8438699412418
25,TE2,Sham_Novel,643.4468247120958
25,VOC,Sham_Novel,601.3056084761023
25,MOC,Sham_Novel,563.4662145541416
25,DDG,Sham_Novel,214.9980446092477
25,DCA3,Sham_Novel,202.0553999814908
25,DCA1,Sham_Novel,198.3791140191227
25,V2C,Sham_Novel,873.7660632216284
25,LENT,Sham_Novel,726.7029255472797
25,PSTC,Sham_Novel,441.64416875618826
26,ACC,Sham_Novel,605.7287469658139
26,PRL,Sham_Novel,730.2207173626254
26,DPC,Sham_Novel,603.3221651195194
26,IFC,Sham_Novel,717.6490662930197
26,M2C,Sham_Novel,334.8161075676269
26,VDG,Sham_Novel,219.92233423160232
26,VCA3,Sham_Novel,138.41568407177746
26,VSUB,Sham_Novel,357.00763871329667
26,PRH,Sham_Novel,524.420884033495
26,DSUB,Sham_Novel,284.0140965932443
26,TE2,Sham_Novel,512.7440572497862
26,VOC,Sham_Novel,849.1272589961292
26,MOC,Sham_Novel,981.2349843154752
26,DDG,Sham_Novel,281.97649931373286
26,DCA3,Sham_Novel,159.2041921669204
26,DCA1,Sham_Novel,167.52051257042615
26,IDG,Sham_Novel,232.077949627196
26,ICA3,Sham_Novel,207.60970497036678
26,VCA1,Sham_Novel,311.7572924227561
26,V2C,Sham_Novel,1184.5296448348965
26,LENT,Sham_Novel,667.1566574340852
26,PSTC,Sham_Novel,591.5345774925862
27,ACC,Lesion_Novel,681.2350959025754
27,PRL,Lesion_Novel,627.8718891461905
27,DPC,Lesion_Novel,526.2216535755273
27,IFC,Lesion_Novel,561.6742336951556
27,M2C,Lesion_Novel,441.64724051813295
27,PRH,Lesion_Novel,349.9784473284914
27,DSUB,Lesion_Novel,289.38949520471533
27,TE2,Lesion_Novel,388.24235371896447
27,VOC,Lesion_Novel,734.7468591788262
27,MOC,Lesion_Novel,635.7596226027136
27,V2C,Lesion_Novel,1033.6857852730595
27,PSTC,Lesion_Novel,246.24076473769213
28,ACC,Lesion_Novel,801.6122858419806
28,PRL,Lesion_Novel,998.2501532091969
28,DPC,Lesion_Novel,907.3871491316362
28,IFC,Lesion_Novel,914.8810817976013
28,M2C,Lesion_Novel,660.2330937202998
28,VDG,Lesion_Novel,333.4760485897176
28,VCA3,Lesion_Novel,338.20260400127023
28,VSUB,Lesion_Novel,246.89946563425843
28,PRH,Lesion_Novel,542.4337020923612
28,DSUB,Lesion_Novel,469.0859974913772
28,TE2,Lesion_Novel,529.5154940228978
28,VOC,Lesion_Novel,1151.6891644210327
28,MOC,Lesion_Novel,1088.3043774472853
28,DDG,Lesion_Novel,219.28326933306053
28,DCA3,Lesion_Novel,219.5485727692231
28,DCA1,Lesion_Novel,214.2741985995341
28,IDG,Lesion_Novel,263.83404769547917
28,ICA1,Lesion_Novel,226.44571111073444
28,ICA3,Lesion_Novel,240.58904538290403
28,VCA1,Lesion_Novel,276.0013408388547
28,V2C,Lesion_Novel,971.7979410920547
28,LENT,Lesion_Novel,786.6607533471977
28,PSTC,Lesion_Novel,658.7742051700291
29,ACC,Lesion_Familiar,286.3108900477138
29,PRL,Lesion_Familiar,429.23750623136726
29,DPC,Lesion_Familiar,353.03593076537373
29,IFC,Lesion_Familiar,381.5886459304028
29,M2C,Lesion_Familiar,271.59762801885574
29,VSUB,Lesion_Familiar,64.85727401623964
29,PRH,Lesion_Familiar,384.71601695810915
29,DSUB,Lesion_Familiar,97.09843914566196
29,TE2,Lesion_Familiar,420.36646433224234
29,VOC,Lesion_Familiar,459.79823380427916
29,MOC,Lesion_Familiar,519.0640186018366
29,DDG,Lesion_Familiar,222.53119321720575
29,DCA3,Lesion_Familiar,262.3966472398777
29,DCA1,Lesion_Familiar,165.7265165565811
29,ICA1,Lesion_Familiar,110.45548079009522
29,VCA1,Lesion_Familiar,150.33025006454045
29,V2C,Lesion_Familiar,655.6832968094803
29,LENT,Lesion_Familiar,558.7199398709618
29,PSTC,Lesion_Familiar,376.52006373180296
30,ACC,Sham_Familiar,887.9725669071578
30,PRL,Sham_Familiar,806.2067174241369
30,DPC,Sham_Familiar,676.2454557553366
30,IFC,Sham_Familiar,921.1530908081991
30,M2C,Sham_Familiar,582.2243337933317
30,VDG,Sham_Familiar,113.90048183107778
30,VCA3,Sham_Familiar,192.8260425210036
30,VSUB,Sham_Familiar,106.72650886353392
30,PRH,Sham_Familiar,358.19590628741906
30,DSUB,Sham_Familiar,319.4512345887606
30,TE2,Sham_Familiar,303.1249787438748
30,VOC,Sham_Familiar,811.5661804099923
30,MOC,Sham_Familiar,855.3285012022963
30,DDG,Sham_Familiar,230.31480798635744
30,DCA3,Sham_Familiar,231.75460993506374
30,IDG,Sham_Familiar,148.76664526958712
30,ICA1,Sham_Familiar,134.8985761158198
30,ICA3,Sham_Familiar,152.17923379630304
30,VCA1,Sham_Familiar,161.63855532582252
30,V2C,Sham_Familiar,1028.5798605644225
30,LENT,Sham_Familiar,591.8033067653488
30,PSTC,Sham_Familiar,452.7372157535688
31,ACC,Lesion_Familiar,354.8769952564297
31,PRL,Lesion_Familiar,494.5985360538173
31,DPC,Lesion_Familiar,459.04594173923033
31,IFC,Lesion_Familiar,519.2192754672997
31,M2C,Lesion_Familiar,211.7436658883405
31,VSUB,Lesion_Familiar,203.91173791611573
31,PRH,Lesion_Familiar,317.62996827075347
31,DSUB,Lesion_Familiar,196.29061653181805
31,TE2,Lesion_Familiar,280.06837041899286
31,VOC,Lesion_Familiar,442.86310753500743
31,MOC,Lesion_Familiar,483.7571948706914
31,DDG,Lesion_Familiar,170.2423686741316
31,DCA3,Lesion_Familiar,145.42457591569988
31,DCA1,Lesion_Familiar,108.08905095095429
31,VCA1,Lesion_Familiar,137.14570223197185
31,V2C,Lesion_Familiar,552.9765856614187
31,LENT,Lesion_Familiar,335.9560332928882
31,PSTC,Lesion_Familiar,275.80177391555446
32,ACC,Sham_Familiar,424.50040776414835
32,PRL,Sham_Familiar,513.1220099496882
32,DPC,Sham_Familiar,448.5872814131802
32,IFC,Sham_Familiar,494.74481095208654
32,M2C,Sham_Familiar,202.1940933483986
32,VDG,Sham_Familiar,273.10241184406914
32,VCA3,Sham_Familiar,155.72142655470577
32,VSUB,Sham_Familiar,162.07017882815407
32,PRH,Sham_Familiar,233.04266891894687
32,DSUB,Sham_Familiar,151.84439599908242
32,TE2,Sham_Familiar,334.0037093472665
32,VOC,Sham_Familiar,559.5395437113801
32,MOC,Sham_Familiar,639.8865889370906
32,DDG,Sham_Familiar,158.98907773703556
32,DCA3,Sham_Familiar,160.3747960782516
32,DCA1,Sham_Familiar,99.91631829597047
32,IDG,Sham_Familiar,111.46247155499543
32,ICA1,Sham_Familiar,93.39424855128873
32,ICA3,Sham_Familiar,99.33618022935974
32,VCA1,Sham_Familiar,179.41897430961941
32,V2C,Sham_Familiar,770.4276511888675
32,LENT,Sham_Familiar,367.7135732809455
32,PSTC,Sham_Familiar,352.04000983280594
33,ACC,Sham_Novel,371.9166258972373
33,PRL,Sham_Novel,422.73912724575143
33,DPC,Sham_Novel,234.8099119732913
33,IFC,Sham_Novel,163.20549760312318
33,M2C,Sham_Novel,456.20629745644857
33,PRH,Sham_Novel,383.5201175854188
33,TE2,Sham_Novel,448.76464433349315
33,VOC,Sham_Novel,410.3793705307658
33,MOC,Sham_Novel,424.98121103088516
33,DDG,Sham_Novel,215.86337032459284
33,DCA3,Sham_Novel,179.3112404032136
33,DCA1,Sham_Novel,244.63618254779382
33,LENT,Sham_Novel,294.37542339830526
33,PSTC,Sham_Novel,248.12568448974105
34,ACC,Lesion_Novel,497.8503664063895
34,PRL,Lesion_Novel,380.0567087061498
34,DPC,Lesion_Novel,503.8144777520275
34,IFC,Lesion_Novel,555.6618320174514
34,M2C,Lesion_Novel,577.0388636059666
34,VDG,Lesion_Novel,96.75387020324946
34,VCA3,Lesion_Novel,98.33410556724137
34,VSUB,Lesion_Novel,167.69162397661808
34,PRH,Lesion_Novel,450.106612836742
34,TE2,Lesion_Novel,365.5813479561313
34,VOC,Lesion_Novel,352.82746496231886
34,MOC,Lesion_Novel,433.3168329757877
34,DDG,Lesion_Novel,809.9760562952175
34,DCA3,Lesion_Novel,332.4586831274604
34,DCA1,Lesion_Novel,363.86953555520023
